name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,days_since_last_review,price_bin,price_per_day,is_premium,price_log
SWEETS hotel Kattenslootbrug,203731852,Westerpark,52.3818,4.87934,Hotel Room,163.0,2,95,2025-06-10,1.16,23,209,13,22.0,$101 -200,0.7761904761904762,False,5.099866427824199
Sweets hotel - Beltbrug,203731852,Westerpark,52.37547,4.87017,Private Room,158.0,1,64,2025-06-13,0.79,23,235,13,19.0,$101 -200,0.6694915254237288,False,5.0689042022202315
Sweets hotel - Wiegbrug,203731852,De Baarsjes - Oud-West,52.37014,4.86516,Private Room,165.0,1,70,2025-06-10,0.85,23,240,15,22.0,$101 -200,0.6846473029045643,False,5.111987788356544
SWEETS hotel Kinkerbrug,203731852,De Baarsjes - Oud-West,52.36464,4.86025,Hotel Room,153.0,1,60,2025-06-14,0.74,23,224,4,18.0,$101 -200,0.68,False,5.0369526024136295
Perfect location near Museumsquare & old town,13455439,Zuid,52.35408,4.88446,Entire Home,223.0,3,25,2024-04-23,0.3,1,0,0,435.0,$201-500,223.0,False,5.4116460518550396
Modern Amsterdam city apartment with garden view,8748700,Bos en Lommer,52.37649,4.85998,Entire Home,223.0,3,22,2021-12-12,0.27,1,0,0,1298.0,$201-500,223.0,False,5.4116460518550396
Spacious family house with garden,6973466,De Baarsjes - Oud-West,52.36841,4.84921,Entire Home,300.0,5,18,2025-04-28,0.24,1,7,2,65.0,$201-500,37.5,False,5.707110264748875
Luxury suite 4p - 2 Bedrooms - free parking,19152500,Noord-West,52.4224461,4.9020742,Entire Home,208.0,2,32,2025-06-01,1.55,1,233,17,31.0,$201-500,0.8888888888888888,False,5.342334251964811
New Urban Design Apartment - Amsterdam West,26639899,Bos en Lommer,52.38212,4.85716,Entire Home,223.0,2,10,2021-11-01,0.12,1,0,0,1339.0,$201-500,223.0,False,5.4116460518550396
Cosy apartment in Amsterdam near the city centre,209288842,Westerpark,52.38589,4.88294,Entire Home,223.0,3,39,2025-04-22,0.47,1,0,8,71.0,$201-500,223.0,False,5.4116460518550396
Oud West luxurious 3 BR-apartment w roof terrace,1759888,De Baarsjes - Oud-West,52.36961,4.87512,Entire Home,495.0,7,22,2024-07-31,0.27,1,31,1,336.0,$201-500,15.46875,True,6.206575926724928
Family home nearby city centre and nature park!,64595553,Geuzenveld - Slotermeer,52.37344,4.81215,Entire Home,223.0,3,4,2022-10-23,0.1,1,0,0,983.0,$201-500,223.0,False,5.4116460518550396
"Spacious house for families, couples & biz’ trips",2677887,De Pijp - Rivierenbuurt,52.34095,4.9043,Entire Home,223.0,5,14,2023-10-28,0.17,1,0,0,613.0,$201-500,223.0,False,5.4116460518550396
Brand new 120m2 designer apartment,137633354,Oud-Noord,52.40002,4.90603,Entire Home,223.0,5,21,2025-05-31,0.27,1,8,4,32.0,$201-500,24.77777777777778,False,5.4116460518550396
Sunny and spacious apartment with cat,65508300,De Baarsjes - Oud-West,52.37119,4.84909,Entire Home,180.0,1,6,2025-05-13,3.16,1,353,6,50.0,$101 -200,0.5084745762711864,False,5.198497031265826
"Cognac Suite, Amsterdam City Centre",209869716,Centrum-West,52.3707,4.89495,Private Room,112.0,1,380,2025-05-22,4.62,2,328,60,41.0,$101 -200,0.3404255319148936,False,4.727387818712341
Gezellig en rustig appartement in Amsterdam Oost,9644113,Oostelijk Havengebied - Indische Buurt,52.36673,4.94479,Entire Home,223.0,2,3,2024-08-24,0.04,1,0,1,312.0,$201-500,223.0,False,5.4116460518550396
Amsterdam Local (entire apartment),43914462,Bos en Lommer,52.37598,4.85819,Entire Home,223.0,2,4,2022-05-20,0.05,1,0,0,1139.0,$201-500,223.0,False,5.4116460518550396
"Chess Suite, Amsterdam City Centre",209869716,Centrum-West,52.37027,4.89509,Private Room,100.0,1,389,2025-06-01,4.71,2,345,77,31.0,$51-100,0.28901734104046245,False,4.61512051684126
The Dutch Suites,209920138,Centrum-West,52.37073,4.89635,Private Room,182.0,1,87,2025-05-22,1.05,3,335,16,41.0,$101 -200,0.5416666666666666,False,5.209486152841421
NEW: Elegant getaway with garden nearby RAI/Amstel,74252800,Watergraafsmeer,52.33978,4.94456,Entire Home,223.0,3,17,2022-11-17,0.21,1,0,0,958.0,$201-500,223.0,False,5.4116460518550396
Bright quiet furnished apartment with canal view,28150165,Bos en Lommer,52.37631,4.84774,Entire Home,223.0,2,10,2025-05-24,0.15,1,0,2,39.0,$201-500,223.0,False,5.4116460518550396
"Private room, newly renovated in hip East.",59888670,Oud-Oost,52.35502,4.92333,Private Room,223.0,2,71,2020-08-22,0.86,1,0,0,1775.0,$201-500,223.0,False,5.4116460518550396
Charming City Center apartment along the canal,17942652,Centrum-Oost,52.36335937,4.886748968,Private Room,405.0,1,40,2025-05-27,0.49,2,261,6,36.0,$201-500,1.5458015267175573,True,6.0063531596017325
"Sunny, cozy, urban oasis in central AMS",10985751,Westerpark,52.37401,4.87283,Entire Home,176.0,2,12,2024-10-16,0.15,1,5,1,259.0,$101 -200,29.333333333333332,False,5.176149732573829
"Exclusive waterfront/City-center Room, steam sauna",17942652,Centrum-Oost,52.36555,4.88675,Private Room,1286.0,1,4,2023-01-02,0.05,2,265,0,912.0,$500+,4.834586466165414,True,7.160069207596127
Cosy studio room w/ own bathroom & bikes,2455550,Oud-Oost,52.35419,4.91655,Private Room,91.0,3,282,2025-06-02,3.42,1,15,53,30.0,$51-100,5.6875,False,4.5217885770490405
City Center/Mini Suite on Houseboat Stunning View,4031782,Centrum-West,52.37806,4.88524,Private Room,223.0,3,324,2025-06-12,3.92,1,2,47,20.0,$201-500,74.33333333333333,False,5.4116460518550396
Private floor in our house on the ground floor.,1195935,Buitenveldert - Zuidas,52.3243,4.87289,Private Room,223.0,2,73,2020-03-08,0.88,1,0,0,1942.0,$201-500,223.0,False,5.4116460518550396
"Cozy  Room Whirlpool Bath, Wifi, Near Center",6127483,Bos en Lommer,52.37807,4.84575,Private Room,75.0,1,89,2025-06-08,1.27,3,346,17,24.0,$51-100,0.21613832853025935,False,4.330733340286331
Sweets hotel - Overtoomsesluis,203731852,De Baarsjes - Oud-West,52.35871,4.8559,Private Room,170.0,1,33,2025-06-09,0.43,23,199,1,23.0,$101 -200,0.85,False,5.14166355650266
Quiet clean room in a house with a garden,3556607,Slotervaart,52.35238,4.82913,Private Room,223.0,1,24,2022-11-20,0.3,1,0,0,955.0,$201-500,223.0,False,5.4116460518550396
Amsterdam in groene omgeving,211084998,Geuzenveld - Slotermeer,52.37742,4.79661,Private Room,86.0,3,33,2025-05-16,0.41,1,168,9,47.0,$51-100,0.5088757396449705,False,4.465908118654584
Vondelpark House Rooms 1 and 2.,55288093,De Baarsjes - Oud-West,52.357471,4.857943,Private Room,364.0,2,14,2023-05-07,0.19,3,44,0,787.0,$201-500,8.088888888888889,False,5.8998973535824915
Huis Roomolen,211258076,Centrum-West,52.37747,4.89247,Entire Home,214.0,1,269,2025-06-16,3.38,1,134,83,16.0,$201-500,1.5851851851851853,False,5.3706380281276624
Jordaan Loft apartment,15070944,Centrum-West,52.37459,4.88061,Entire Home,223.0,4,7,2019-12-26,0.09,1,0,0,2015.0,$201-500,223.0,False,5.4116460518550396
Room private,173340690,Westerpark,52.37655,4.87352,Private Room,267.0,2,165,2025-05-04,2.0,2,46,12,59.0,$201-500,5.680851063829787,False,5.5909869805108565
Penthouse with rooftop terrace in Amsterdam,32289278,De Baarsjes - Oud-West,52.36674,4.86153,Entire Home,223.0,5,17,2023-04-12,0.21,1,0,0,812.0,$201-500,223.0,False,5.4116460518550396
House boat on one of the beautiful canals,211826887,Westerpark,52.37943,4.87795,Entire Home,359.0,5,20,2025-06-16,0.24,1,167,6,16.0,$201-500,2.136904761904762,False,5.886104031450156
Light filled canal-side apartment in Amsterdam,17841111,Bos en Lommer,52.37503,4.84821,Entire Home,223.0,3,24,2025-06-10,0.29,1,7,5,22.0,$201-500,27.875,False,5.4116460518550396
"Stylish loft, private floor near zoo,museum⏹,city⏺",22082242,Oud-Oost,52.35941,4.92684,Private Room,223.0,1,1,2018-11-04,0.01,2,0,0,2432.0,$201-500,223.0,False,5.4116460518550396
Amsterdam house,212001063,Centrum-Oost,52.36827,4.90886,Entire Home,166.0,3,36,2025-05-26,0.44,1,25,3,37.0,$101 -200,6.384615384615385,False,5.117993812416755
Amsterdam Modern HOUSEBOAT with TERRACE,16944484,Centrum-Oost,52.3747,4.90329,Entire Home,470.0,3,102,2025-05-29,1.24,1,60,13,34.0,$201-500,7.704918032786885,True,6.154858094016418
Brand new apartment,212286031,Slotervaart,52.35585,4.83577,Entire Home,223.0,2,31,2025-02-23,0.38,1,0,3,129.0,$201-500,223.0,False,5.4116460518550396
Urban Jungle Room,2597146,Slotervaart,52.359398,4.825566,Private Room,82.0,2,168,2025-06-15,2.04,2,81,35,17.0,$51-100,1.0,False,4.418840607796598
Bright and Chic Apartment with Cozy Balcony,212603560,De Baarsjes - Oud-West,52.37268,4.86148,Entire Home,223.0,3,28,2020-03-09,0.34,1,0,0,1941.0,$201-500,223.0,False,5.4116460518550396
Luxurious and spacious house - city center,10774721,De Pijp - Rivierenbuurt,52.34523,4.90354,Entire Home,223.0,2,9,2025-03-16,0.11,1,0,6,108.0,$201-500,223.0,False,5.4116460518550396
The Muyssonette - Jordaan area!,27644639,Centrum-West,52.37915,4.88627,Private Room,139.0,2,70,2020-03-07,0.86,1,0,0,1943.0,$101 -200,139.0,False,4.941642422609304
Cosy appartement in the lovely “Baarsjes”,4332423,De Baarsjes - Oud-West,52.37256,4.86143,Entire Home,223.0,3,10,2023-05-21,0.15,1,0,0,773.0,$201-500,223.0,False,5.4116460518550396
Captain's House,35417805,Centrum-Oost,52.37372,4.90541,Entire Home,369.0,5,151,2025-06-04,1.85,1,53,40,28.0,$201-500,6.833333333333333,False,5.91350300563827
"Amsterdam oost, IJburg",55928779,IJburg - Zeeburgereiland,52.35317822,4.995437933,Entire Home,223.0,5,7,2019-11-02,0.09,1,0,0,2069.0,$201-500,223.0,False,5.4116460518550396
Perfect apartment 5min to NDSM | 10min to CS,141202635,Oud-Noord,52.39743,4.91451,Entire Home,223.0,1,24,2024-08-06,0.29,1,0,1,330.0,$201-500,223.0,False,5.4116460518550396
Bright and spacious apartment in Amsterdam East,13228073,Oud-Oost,52.36321,4.93062,Entire Home,223.0,2,5,2022-02-04,0.06,1,0,0,1244.0,$201-500,223.0,False,5.4116460518550396
Wonderful rooms with private bathrooms for four!,87974972,Watergraafsmeer,52.35247,4.93757,Private Room,368.0,2,60,2025-05-16,0.74,3,336,13,47.0,$201-500,1.0919881305637982,False,5.910796644040527
Wonderful Apartement in Historical City Centre,213284349,Centrum-Oost,52.36912,4.90721,Private Room,290.0,3,72,2025-06-02,0.88,1,31,24,30.0,$201-500,9.0625,False,5.673323267171493
Spacious apartment in Amsterdam,213292255,Oostelijk Havengebied - Indische Buurt,52.37145788,4.945778176,Entire Home,223.0,4,5,2024-09-29,0.42,1,0,5,276.0,$201-500,223.0,False,5.4116460518550396
Big Apartment Amsterdam Oud-West with Rooftop,13229223,De Baarsjes - Oud-West,52.36564,4.87402,Entire Home,223.0,2,32,2022-06-01,0.39,1,0,0,1127.0,$201-500,223.0,False,5.4116460518550396
Fab 2br apartment in trendy Amsterdam's de Pijp,33967782,De Pijp - Rivierenbuurt,52.35767,4.89973,Entire Home,223.0,3,15,2023-09-10,0.18,1,0,0,661.0,$201-500,223.0,False,5.4116460518550396
Cute apartment in the east,139098431,Oostelijk Havengebied - Indische Buurt,52.36325616,4.942969178,Entire Home,223.0,2,8,2025-04-27,0.35,1,55,3,66.0,$201-500,3.982142857142857,False,5.4116460518550396
Nicely furnished apartment + great location,26843240,De Pijp - Rivierenbuurt,52.35494,4.89681,Entire Home,223.0,7,34,2022-10-21,0.42,3,0,0,985.0,$201-500,223.0,False,5.4116460518550396
Designer Duplex I Amsterdam Centre,44493188,Centrum-Oost,52.3726308,4.906559251,Entire Home,270.0,5,8,2024-07-14,0.24,1,196,4,353.0,$201-500,1.3705583756345177,False,5.602118820879701
Lovely and light room,20779008,Westerpark,52.38063,4.87121,Private Room,223.0,1,0,,0.0,2,0,0,4197.0,$201-500,223.0,False,5.4116460518550396
Sweets hotel - Gerben Wagenaarbrug,203731852,Oud-Noord,52.38652,4.91382,Entire Home,153.0,1,106,2025-06-04,1.31,23,225,16,28.0,$101 -200,0.6769911504424779,False,5.0369526024136295
Zen City Rooftop Appartment Amsterdam,97879027,Oostelijk Havengebied - Indische Buurt,52.37924,4.92962,Private Room,223.0,1,15,2019-06-17,0.18,1,0,0,2207.0,$201-500,223.0,False,5.4116460518550396
Amsterdam Penthouse Apartment,2951222,Zuid,52.35222,4.88483,Entire Home,223.0,4,9,2025-04-13,0.11,1,0,2,80.0,$201-500,223.0,False,5.4116460518550396
Kamer in nieuwbouwhuis in Amsterdam,29268751,Noord-West,52.40711,4.90547,Private Room,223.0,1,19,2025-02-02,0.24,2,0,2,150.0,$201-500,223.0,False,5.4116460518550396
Comfortable apartment with nice garden,215187427,Oostelijk Havengebied - Indische Buurt,52.36438,4.94199,Entire Home,223.0,3,20,2023-10-22,0.24,1,0,0,619.0,$201-500,223.0,False,5.4116460518550396
ONE OF A KIND 2STORY DUTCH TOWN HOUSE WITH PATIO,19556823,De Baarsjes - Oud-West,52.37034,4.87321,Entire Home,550.0,4,27,2025-05-25,0.33,1,85,5,38.0,$500+,6.395348837209302,True,6.311734809152915
River View Amsterdam  private studio en bathroom,16235182,IJburg - Zeeburgereiland,52.34736,5.00617,Private Room,103.0,5,38,2024-06-19,0.47,1,56,1,378.0,$101 -200,1.8070175438596492,False,4.6443908991413725
Modern private apartment,31533672,Geuzenveld - Slotermeer,52.37763,4.83702,Entire Home,176.0,3,30,2025-06-01,0.37,1,13,3,31.0,$101 -200,12.571428571428571,False,5.176149732573829
All the best from Old West,37527947,De Baarsjes - Oud-West,52.36315,4.85999,Entire Home,223.0,2,48,2025-05-18,0.59,1,0,9,45.0,$201-500,223.0,False,5.4116460518550396
Authentic Houseboat B&B in the City Centre!,212010317,Centrum-West,52.37996,4.88806,Private Room,242.0,1,169,2025-06-02,2.14,1,248,32,30.0,$201-500,0.9718875502008032,False,5.493061443340548
NEW Spacious & quiet house (113 m2) in city center,52072269,De Baarsjes - Oud-West,52.36607,4.8748,Entire Home,223.0,4,22,2023-05-21,0.27,1,0,0,773.0,$201-500,223.0,False,5.4116460518550396
Modern and cosy apartment in Amsterdam,68520401,De Baarsjes - Oud-West,52.36949,4.85268,Entire Home,279.0,3,49,2025-05-20,0.6,1,19,10,43.0,$201-500,13.95,False,5.634789603169249
Houseboat.712; Unique! First class experience!,210872154,De Pijp - Rivierenbuurt,52.35477,4.90627,Private Room,227.0,3,144,2025-05-25,1.76,3,333,32,38.0,$201-500,0.6796407185628742,False,5.429345628954441
Licht app. met 2 slaapkamers en terras nabij metro,215897545,Gaasperdam - Driemond,52.2974,4.97571,Entire Home,237.0,2,2,2025-06-14,2.0,1,117,2,18.0,$201-500,2.0084745762711864,False,5.472270673671475
Spacious light app. in Bolo,67152876,Bos en Lommer,52.37916,4.84776,Entire Home,223.0,3,27,2024-08-04,0.33,1,0,6,332.0,$201-500,223.0,False,5.4116460518550396
2-bedroom apartment in the Amsterdam city center,32853388,Centrum-Oost,52.36828,4.92953,Entire Home,275.0,4,30,2024-09-05,0.37,1,7,2,300.0,$201-500,34.375,False,5.62040086571715
Sweets hotel - Sluis Haveneiland,203731852,IJburg - Zeeburgereiland,52.3546823,5.0060503,Private Room,153.0,1,9,2024-10-11,0.12,23,221,1,264.0,$101 -200,0.6891891891891891,False,5.0369526024136295
Charming family home,16562792,Watergraafsmeer,52.35399531,4.933069305,Entire Home,223.0,1,1,2024-08-09,0.1,1,0,1,327.0,$201-500,223.0,False,5.4116460518550396
Beautiful & cozy 2 bedroom apartment with a patio,132087762,Watergraafsmeer,52.35098,4.93731,Entire Home,223.0,2,2,2023-01-08,0.07,1,0,0,906.0,$201-500,223.0,False,5.4116460518550396
"Bright, stylish and cozy appartment",36466469,Centrum-West,52.36822,4.88228,Entire Home,223.0,3,35,2025-03-03,0.43,1,0,4,121.0,$201-500,223.0,False,5.4116460518550396
"Bright, clean apartment in decent area near centre",34752867,De Pijp - Rivierenbuurt,52.34438,4.90522,Entire Home,223.0,2,10,2025-06-09,0.13,1,0,1,23.0,$201-500,223.0,False,5.4116460518550396
Nice new apartment with sunny balcony,101200680,Slotervaart,52.36313,4.83731,Entire Home,223.0,6,3,2019-06-18,0.04,1,0,0,2206.0,$201-500,223.0,False,5.4116460518550396
Pearl Suite,209920138,Centrum-West,52.37095,4.89576,Private Room,86.0,1,324,2025-06-02,4.02,3,345,48,30.0,$51-100,0.24855491329479767,False,4.465908118654584
Delft Blue Suite,209920138,Centrum-West,52.37021,4.89717,Private Room,88.0,1,337,2025-06-01,4.23,3,338,55,31.0,$51-100,0.25958702064896755,False,4.48863636973214
"Beautiful and spacious apartment, great location",214855796,Zuid,52.35457,4.86748,Entire Home,538.0,3,34,2024-10-25,0.42,1,193,4,250.0,$500+,2.7731958762886597,True,6.289715570908998
Beautiful apartment in most popular area Amsterdam,110959364,Centrum-Oost,52.3614955,4.8992162,Entire Home,283.0,1,18,2025-05-02,0.53,1,131,5,61.0,$201-500,2.143939393939394,False,5.648974238161206
Mooi/gezellig appartement in hartje Rivierenbuurt,24039724,De Pijp - Rivierenbuurt,52.34345242,4.902080101,Entire Home,223.0,2,12,2024-02-19,0.15,1,0,0,499.0,$201-500,223.0,False,5.4116460518550396
New beautiful design studio in Amsterdam West,217460108,Slotervaart,52.36612,4.83406,Private Room,149.0,2,156,2025-06-01,1.91,1,209,16,31.0,$101 -200,0.7095238095238096,False,5.0106352940962555
Spacious Canal View Apartment in Oud West,11885109,De Baarsjes - Oud-West,52.36405,4.86553,Entire Home,223.0,2,15,2020-02-16,0.19,1,0,0,1963.0,$201-500,223.0,False,5.4116460518550396
lovely new apartment,10964175,Westerpark,52.3945,4.87829,Entire Home,223.0,2,17,2023-05-01,0.21,1,0,0,793.0,$201-500,223.0,False,5.4116460518550396
Modern Luxury Apartment,76043161,Bos en Lommer,52.38067,4.85032,Entire Home,223.0,2,13,2023-01-01,0.16,1,0,0,913.0,$201-500,223.0,False,5.4116460518550396
"Light, cosy, open plan living in an ideal location",8826008,Watergraafsmeer,52.35336,4.92818,Entire Home,223.0,5,6,2022-06-10,0.09,1,0,0,1118.0,$201-500,223.0,False,5.4116460518550396
"Cosy small Family Apartment.
Centre of Amsterdam.",43990861,De Baarsjes - Oud-West,52.36378,4.87687,Entire Home,250.0,3,42,2025-05-26,0.52,1,56,5,37.0,$201-500,4.385964912280702,False,5.5254529391317835
Cozy apartment,119746691,De Baarsjes - Oud-West,52.37177,4.87368,Entire Home,223.0,28,5,2021-08-15,0.06,1,0,0,1417.0,$201-500,223.0,False,5.4116460518550396
Comfy apartment in quiet & trendy area,11687940,De Baarsjes - Oud-West,52.37454,4.86253,Entire Home,223.0,2,26,2023-10-18,0.32,1,0,0,623.0,$201-500,223.0,False,5.4116460518550396
quiet garden studio near city centre,4297910,Geuzenveld - Slotermeer,52.38044,4.83816,Entire Home,223.0,3,90,2021-05-20,1.11,1,0,0,1504.0,$201-500,223.0,False,5.4116460518550396
Cozy apartment in Amsterdam city center,20392221,Westerpark,52.39,4.88639,Entire Home,209.0,2,4,2019-09-16,0.05,1,52,0,2116.0,$201-500,3.943396226415094,False,5.3471075307174685
Nemo Guests House,218193397,Centrum-Oost,52.37405,4.9063,Private Room,122.0,1,577,2025-06-06,7.07,1,60,102,26.0,$101 -200,2.0,False,4.812184355372417
"Renovated, modern and bright apartment for two!",218198798,Bos en Lommer,52.37853,4.86042,Entire Home,223.0,4,19,2024-05-13,0.23,1,0,0,415.0,$201-500,223.0,False,5.4116460518550396
Private cosy room,141160501,Bijlmer-Centrum,52.32389,4.95075,Private Room,223.0,3,8,2024-06-30,0.11,1,0,1,367.0,$201-500,223.0,False,5.4116460518550396
Keizers House,5128876,Centrum-Oost,52.36523,4.90022,Entire Home,1524.0,2,40,2025-05-04,0.53,2,67,11,59.0,$500+,22.41176470588235,True,7.329749689041512
Beautiful apartment near the Vondelpark,523115,De Baarsjes - Oud-West,52.36034,4.86364,Entire Home,223.0,1,54,2023-02-19,0.67,1,0,0,864.0,$201-500,223.0,False,5.4116460518550396
Cozy independent unit in the green,218465236,Slotervaart,52.36082,4.8238,Entire Home,223.0,3,3,2019-09-15,0.04,1,0,0,2117.0,$201-500,223.0,False,5.4116460518550396
Beautiful House @ Noord | 8min. to city center,38486477,Noord-Oost,52.40623,4.93045,Entire Home,298.0,3,3,2019-08-10,0.04,1,22,0,2153.0,$201-500,12.956521739130435,False,5.700443573390687
"Jacuzzi, Ice Bath and BBQ with 5* Hotel Bed",9489340,De Baarsjes - Oud-West,52.36777496,4.86660099,Entire Home,315.0,2,6,2025-06-01,0.58,1,359,6,31.0,$201-500,0.875,False,5.755742213586912
City Centre comfort quiet near restaurants museums,389623,De Baarsjes - Oud-West,52.36393,4.87508,Private Room,177.0,4,242,2025-06-01,2.98,2,224,47,31.0,$101 -200,0.7866666666666666,False,5.181783550292085
Beautiful Studio on ground floor in Westerpark,219062056,Westerpark,52.3824,4.87273,Entire Home,163.0,2,44,2025-05-05,0.54,1,227,3,58.0,$101 -200,0.7149122807017544,False,5.099866427824199
Art nouveau houseboat overvieuwing Amstel river,80463611,Centrum-Oost,52.36769,4.89981,Entire Home,331.0,4,93,2025-06-15,1.16,1,218,51,17.0,$201-500,1.5114155251141552,False,5.805134968916488
Cozy apartment near Vondelpark and city center,17028825,De Baarsjes - Oud-West,52.36218,4.86589,Entire Home,223.0,1,10,2020-03-01,0.12,1,0,0,1949.0,$201-500,223.0,False,5.4116460518550396
Luxurious boutique studio apartment with garden,77332309,De Aker - Nieuw Sloten,52.34248,4.79112,Private Room,100.0,2,192,2025-06-08,2.41,1,69,39,24.0,$51-100,1.4285714285714286,False,4.61512051684126
